"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2021.02.12	12:00:00	141489	142317	141304	142174	594758	2405021	1"
"2021.02.12	13:00:00	142174	142579	141918	142358	363887	1516019	1"
"2021.02.12	14:00:00	142364	142698	142257	142466	363545	1486052	1"
"2021.02.12	15:00:00	142466	142466	141507	141840	458830	1822178	1"
"2021.02.12	16:00:00	141834	142174	141614	141935	335709	1615508	1"
"2021.02.12	17:00:00	141941	142233	141733	142156	228029	933127	1"
"2021.02.12	18:00:00	142156	142710	142120	142460	63275	241075	1"
"2021.02.17	13:00:00	141938	142240	141149	141333	558368	2026614	1"
"2021.02.17	14:00:00	141333	142815	141250	142726	476930	1815782	1"
"2021.02.17	15:00:00	142721	143248	142620	142898	415038	1685717	1"
"2021.02.17	16:00:00	142892	143225	142869	142898	285281	1213133	1"
"2021.02.17	17:00:00	142892	143248	142667	143041	297200	1305900	1"
"2021.02.17	18:00:00	143041	143225	142910	143225	48084	201668	1"
"2021.02.18	09:00:00	143011	143207	142513	143041	567543	1924083	1"
"2021.02.18	10:00:00	143047	143545	142626	143035	842593	3073170	1"
"2021.02.18	11:00:00	143035	143118	142335	142525	711455	2845657	1"
"2021.02.18	12:00:00	142519	142584	141357	141547	685883	2651891	1"
"2021.02.18	13:00:00	141547	141701	141066	141303	448592	1724625	1"
"2021.02.18	14:00:00	141309	141636	140971	141185	444592	1707212	1"
"2021.02.18	15:00:00	141179	141404	140669	141078	469613	1841804	1"
"2021.02.18	16:00:00	141078	141570	141066	141505	292634	1271745	1"
"2021.02.18	17:00:00	141505	141588	141268	141422	244260	1100438	1"
"2021.02.18	18:00:00	141422	141523	141351	141351	35414	149938	1"
"2021.02.19	09:00:00	140462	140722	140106	140521	523857	1756838	1"
"2021.02.19	10:00:00	140521	141037	140319	140746	650568	2394723	1"
"2021.02.19	11:00:00	140752	140942	139892	140912	735523	2796141	1"
"2021.02.19	12:00:00	140912	141339	140562	141209	511510	2040375	1"
"2021.02.19	13:00:00	141203	141612	140841	140883	401985	1585650	1"
"2021.02.19	14:00:00	140888	140936	140218	140462	502215	2041448	1"
"2021.02.19	15:00:00	140462	140592	140183	140467	335426	1376157	1"
"2021.02.19	16:00:00	140467	140847	140307	140776	325578	1492450	1"
"2021.02.19	17:00:00	140776	141215	140580	140687	286007	1223217	1"
"2021.02.19	18:00:00	140681	140734	140189	140189	52951	207201	1"
"2021.02.22	09:00:00	133963	134781	133335	134775	563267	1714671	1"
"2021.02.22	10:00:00	134775	135208	133038	133163	882166	2937253	1"
"2021.02.22	11:00:00	133157	133969	132505	133673	767763	2546353	1"
"2021.02.22	12:00:00	133667	134147	133026	133299	530895	1841647	1"
"2021.02.22	13:00:00	133305	133803	133092	133785	399075	1445481	1"
"2021.02.22	14:00:00	133785	135896	133708	135054	625048	2354062	1"
"2021.02.22	15:00:00	135060	135546	134485	134538	460526	1778877	1"
"2021.02.22	16:00:00	134538	135202	134331	134704	382550	1557134	1"
"2021.02.22	17:00:00	134710	134924	133477	133578	384528	1538515	1"
"2021.02.22	18:00:00	133578	133797	132860	132967	83561	312384	1"
"2021.02.23	09:00:00	133999	135084	133939	135025	582538	1966898	1"
"2021.02.23	10:00:00	135025	135866	134965	135617	844506	3027576	1"
"2021.02.23	11:00:00	135611	135754	134206	134900	834016	3247698	1"
"2021.02.23	12:00:00	134894	136009	134793	135629	609242	2554165	1"
"2021.02.23	13:00:00	135623	136465	135457	135932	563145	2247873	1"
"2021.02.23	14:00:00	135932	136062	135463	135700	472582	1870141	1"
"2021.02.23	15:00:00	135700	136726	135629	136240	471386	1949005	1"
"2021.02.23	16:00:00	136234	136619	135896	136584	418203	1860227	1"
"2021.02.23	17:00:00	136584	137017	136376	136708	330961	1484686	1"
"2021.02.23	18:00:00	136702	137260	136667	136981	70576	273647	1"
"2021.02.24	09:00:00	136981	137841	136951	137687	484306	1544179	1"
"2021.02.24	10:00:00	137687	137983	136697	136886	876523	3164402	1"
"2021.02.24	11:00:00	136892	137070	136068	136412	742185	3044134	1"
"2021.02.24	12:00:00	136412	137117	136240	137100	502305	2121055	1"
"2021.02.24	13:00:00	137100	137515	137034	137236	396279	1623238	1"
"2021.02.24	14:00:00	137236	137817	137230	137533	416039	1674311	1"
"2021.02.24	15:00:00	137533	137764	137171	137295	367861	1494983	1"
"2021.02.24	16:00:00	137295	137438	136815	137337	361008	1614086	1"
"2021.02.24	17:00:00	137337	137639	137147	137319	271454	1224307	1"
"2021.02.24	18:00:00	137313	137621	137242	137491	43530	183009	1"
"2021.02.25	09:00:00	137556	137817	137206	137414	424784	1390671	1"
"2021.02.25	10:00:00	137414	138161	137284	137829	697363	2589312	1"
"2021.02.25	11:00:00	137835	138410	137509	138072	610574	2320280	1"
"2021.02.25	12:00:00	138066	138096	136412	136768	732977	3006111	1"
"2021.02.25	13:00:00	136762	136975	135706	135736	551811	2264391	1"
"2021.02.25	14:00:00	135736	136121	135244	135274	579416	2422638	1"
"2021.02.25	15:00:00	135274	135416	134218	134260	680372	2991852	1"
"2021.02.25	16:00:00	134260	135232	134058	134117	503645	2454229	1"
"2021.02.25	17:00:00	134123	134272	132641	133080	521032	2615840	1"
"2021.02.25	18:00:00	133068	133234	132594	132813	58726	245099	1"
"2021.02.26	09:00:00	133103	134135	132997	133708	591613	1986655	1"
"2021.02.26	10:00:00	133708	134621	133015	134615	908311	3281631	1"
"2021.02.26	11:00:00	134609	134781	133204	133228	724989	2823437	1"
"2021.02.26	12:00:00	133228	133252	131426	131894	777684	3465900	1"
"2021.02.26	13:00:00	131888	132599	131609	131971	505478	2103025	1"
"2021.02.26	14:00:00	131971	132955	131841	132528	473324	2089287	1"
"2021.02.26	15:00:00	132528	133370	132220	132315	529833	2322767	1"
"2021.02.26	16:00:00	132321	132546	130702	130797	575782	2618973	1"
"2021.02.26	17:00:00	130803	131348	130382	130412	395830	1718162	1"
"2021.02.26	18:00:00	130412	130619	130163	130204	73253	280629	1"
"2021.03.01	09:00:00	132042	132677	131906	132327	432065	1435561	1"
"2021.03.01	10:00:00	132333	132653	131194	131497	851703	2997681	1"
"2021.03.01	11:00:00	131497	131846	130975	131675	832719	3210290	1"
"2021.03.01	12:00:00	131675	132736	131526	132588	704338	2793358	1"
"2021.03.01	13:00:00	132588	133264	132392	132908	457836	1904186	1"
"2021.03.01	14:00:00	132908	133607	132908	132985	501510	1989482	1"
"2021.03.01	15:00:00	132985	133329	132457	133222	523045	2160378	1"
"2021.03.01	16:00:00	133216	133471	132090	132125	473224	2116244	1"
"2021.03.01	17:00:00	132125	132392	130738	130844	571299	2459782	1"
"2021.03.01	18:00:00	130850	130999	130512	130999	86420	339869	1"
"2021.03.02	09:00:00	130441	131153	129208	129647	700570	2259415	1"
"2021.03.02	10:00:00	129653	129665	127275	128562	972441	3633547	1"
"2021.03.02	11:00:00	128556	129131	127732	128704	910416	3559399	1"
"2021.03.02	12:00:00	128704	129718	128591	129576	699750	2883888	1"
"2021.03.02	13:00:00	129582	129617	128402	129125	523593	2196884	1"
"2021.03.02	14:00:00	129125	130880	129006	130530	608233	2656522	1"
"2021.03.02	15:00:00	130530	133038	130530	132724	606063	2666853	1"
"2021.03.02	16:00:00	132730	133548	131117	133264	643011	2581757	1"
"2021.03.02	17:00:00	133264	133560	132096	132291	458058	1588841	1"
"2021.03.02	18:00:00	132291	133032	132131	132789	80425	290704	1"
"2021.03.03	09:00:00	133584	133584	132161	132267	597011	1818143	1"
"2021.03.03	10:00:00	132273	132279	131532	131799	1044602	3315155	1"
"2021.03.03	11:00:00	131793	132024	129706	129896	969804	3464480	1"
"2021.03.03	12:00:00	129890	130133	128864	129220	921172	3488333	1"
"2021.03.03	13:00:00	129220	129967	128722	129564	689552	2615974	1"
"2021.03.03	14:00:00	129564	129765	128971	129297	580417	2204246	1"
"2021.03.03	15:00:00	129303	129303	127998	128224	727364	2637692	1"
"2021.03.03	16:00:00	128218	133732	127536	132617	1174078	4050930	1"
"2021.03.03	17:00:00	132611	133269	130981	131752	915110	1953908	1"
"2021.03.03	18:00:00	131758	132445	131514	132024	115338	256269	1"
"2021.03.04	09:00:00	132339	133874	131627	132795	715555	1990572	1"
"2021.03.04	10:00:00	132789	134503	132149	134349	1115794	3148555	1"
"2021.03.04	11:00:00	134355	135629	134224	134503	944821	2998643	1"
"2021.03.04	12:00:00	134503	136015	133673	135505	931503	2990229	1"
"2021.03.04	13:00:00	135499	135801	134390	134965	708189	2271251	1"
"2021.03.04	14:00:00	134959	135493	133501	133590	897887	2926330	1"
"2021.03.04	15:00:00	133590	134088	132285	132558	872888	2800896	1"
"2021.03.04	16:00:00	132564	133939	132398	133465	740333	2505426	1"
"2021.03.04	17:00:00	133471	133851	132694	133649	648631	1999438	1"
"2021.03.04	18:00:00	133637	134615	133507	134532	135988	318349	1"
"2021.03.05	09:00:00	134787	134787	133791	133886	510049	1446297	1"
"2021.03.05	10:00:00	133886	135303	133305	135238	977651	2792583	1"
"2021.03.05	11:00:00	135238	136210	135149	135677	877277	2831783	1"
"2021.03.05	12:00:00	135683	136115	135019	135528	747475	2651228	1"
"2021.03.05	13:00:00	135523	135855	134438	135493	704864	2601048	1"
"2021.03.05	14:00:00	135499	136726	135321	136477	649951	2314454	1"
"2021.03.05	15:00:00	136477	136957	136293	136714	558705	2023381	1"
"2021.03.05	16:00:00	136714	137123	136234	136946	443271	1623992	1"
"2021.03.05	17:00:00	136946	137117	136418	136679	423625	1465877	1"
"2021.03.05	18:00:00	136685	136957	136560	136922	59428	189109	1"
"2021.03.08	09:00:00	135362	135451	134046	134390	671984	1921531	1"
"2021.03.08	10:00:00	134390	135274	133880	135102	1015521	3159703	1"
"2021.03.08	11:00:00	135102	135742	134521	134764	994287	3303813	1"
"2021.03.08	12:00:00	134758	136009	134426	135517	880441	3008294	1"
"2021.03.08	13:00:00	135517	135760	134692	134864	651467	2270494	1"
"2021.03.08	14:00:00	134864	135754	134675	135659	616019	2311646	1"
"2021.03.08	15:00:00	135653	135932	131924	132244	1023405	3487450	1"
"2021.03.08	16:00:00	132244	133572	132036	132617	882035	3064161	1"
"2021.03.08	17:00:00	132623	132629	130750	131283	803029	2693519	1"
"2021.03.08	18:00:00	131277	131473	129226	129255	150012	479870	1"
"2021.03.09	09:00:00	131034	131746	129771	130655	991525	2830193	1"
"2021.03.09	10:00:00	130655	131485	129736	131271	1019277	3155177	1"
"2021.03.09	11:00:00	131271	131888	130661	131259	942855	3089949	1"
"2021.03.09	12:00:00	131265	133228	131082	133080	893950	2821951	1"
"2021.03.09	13:00:00	133080	133275	132570	132837	505301	1623794	1"
"2021.03.09	14:00:00	132831	133898	132267	132807	711665	2323627	1"
"2021.03.09	15:00:00	132807	133175	131740	132024	655517	2259140	1"
"2021.03.09	16:00:00	132024	132380	131864	131953	454211	1589899	1"
"2021.03.09	17:00:00	131953	132819	131467	132066	538161	1815011	1"
"2021.03.09	18:00:00	132078	132155	131568	131805	110046	284847	1"
"2021.03.10	09:00:00	132279	133335	132238	132623	709149	1994904	1"
"2021.03.10	10:00:00	132629	133483	132119	132884	974253	3049370	1"
"2021.03.10	11:00:00	132878	133252	132422	133121	751013	2623664	1"
"2021.03.10	12:00:00	133121	133287	131592	132416	940558	3292316	1"
"2021.03.10	13:00:00	132416	132635	131544	132036	669361	2117776	1"
"2021.03.10	14:00:00	132036	132267	130376	130969	751576	2480937	1"
"2021.03.10	15:00:00	130969	132795	130548	132481	631970	2103966	1"
"2021.03.10	16:00:00	132481	134129	132374	133732	527784	1911488	1"
"2021.03.10	17:00:00	133726	133969	133447	133738	330238	1143128	1"
"2021.03.10	18:00:00	133732	134295	133702	133993	60561	185964	1"
"2021.03.11	09:00:00	135262	135469	134941	135179	412268	1119876	1"
"2021.03.11	10:00:00	135179	135659	134894	135647	767809	2346534	1"
"2021.03.11	11:00:00	135647	135890	135025	135108	743777	2339315	1"
"2021.03.11	12:00:00	135102	135351	134390	134918	744890	2620024	1"
"2021.03.11	13:00:00	134924	135404	134681	134965	461940	1516620	1"
"2021.03.11	14:00:00	134965	136157	134734	136044	560456	1829153	1"
"2021.03.11	15:00:00	136050	136293	135742	136092	467104	1594208	1"
"2021.03.11	16:00:00	136098	136596	135647	136044	528134	1932617	1"
"2021.03.11	17:00:00	136050	136685	135890	136305	358490	1262300	1"
"2021.03.11	18:00:00	136305	136519	135813	135914	80837	234511	1"
"2021.03.12	09:00:00	135149	135499	134989	135445	415225	1180642	1"
"2021.03.12	10:00:00	135445	135825	135042	135285	676418	2085513	1"
"2021.03.12	11:00:00	135285	135440	134621	135048	640799	2184933	1"
"2021.03.12	12:00:00	135048	135214	134355	134888	584282	2074912	1"
"2021.03.12	13:00:00	134888	135505	134770	135362	407810	1476660	1"
"2021.03.12	14:00:00	135362	135760	134941	135155	441083	1545691	1"
"2021.03.12	15:00:00	135155	135422	134906	135066	420345	1514294	1"
"2021.03.12	16:00:00	135066	135345	134841	135244	367216	1380753	1"
"2021.03.12	17:00:00	135244	135570	135019	135481	263668	956245	1"
"2021.03.12	18:00:00	135481	135517	135285	135362	59289	169909	1"
"2021.03.15	09:00:00	135760	135778	134740	134793	451361	1374928	1"
"2021.03.15	10:00:00	134787	135712	134615	135611	762113	2571751	1"
"2021.03.15	11:00:00	135606	136305	135487	136086	660748	2286470	1"
"2021.03.15	12:00:00	136086	136258	135250	135499	495381	1785419	1"
"2021.03.15	13:00:00	135499	136198	135481	135967	442049	1550373	1"
"2021.03.15	14:00:00	135967	136139	135748	135884	376391	1332543	1"
"2021.03.15	15:00:00	135884	136430	135783	136163	397261	1504968	1"
"2021.03.15	16:00:00	136163	136471	135819	136430	380115	1427038	1"
"2021.03.15	17:00:00	136436	136661	136258	136370	215100	694856	1"
"2021.03.16	09:00:00	136614	136679	136175	136329	406896	1221363	1"
"2021.03.16	10:00:00	136335	136430	135689	135730	758854	2605050	1"
"2021.03.16	11:00:00	135736	136062	135594	135991	550396	1930216	1"
"2021.03.16	12:00:00	135997	136032	135078	135202	552759	2022158	1"
"2021.03.16	13:00:00	135202	135380	134995	135131	348476	1258656	1"
"2021.03.16	14:00:00	135131	135392	134864	135013	405492	1442888	1"
"2021.03.16	15:00:00	135019	135256	134461	134858	453574	1740636	1"
"2021.03.16	16:00:00	134853	135386	134817	135196	365284	1417712	1"
"2021.03.16	17:00:00	135196	135469	135084	135469	159669	549327	1"
"2021.03.17	09:00:00	134764	134805	134159	134538	476000	1452183	1"
"2021.03.17	10:00:00	134538	135155	134378	135113	653647	2286494	1"
"2021.03.17	11:00:00	135113	135594	135108	135540	536039	1961177	1"
"2021.03.17	12:00:00	135540	136032	135457	135760	426545	1698433	1"
"2021.03.17	13:00:00	135766	137052	135760	136702	547814	2127512	1"
"2021.03.17	14:00:00	136702	137100	136430	136762	416424	1489464	1"
"2021.03.17	15:00:00	136756	138208	136756	138031	683028	2365088	1"
"2021.03.17	16:00:00	138037	138671	137799	138339	424655	1598498	1"
"2021.03.17	17:00:00	138339	138493	138173	138280	157207	579327	1"
"2021.03.18	09:00:00	137965	139347	137645	137799	724350	2158769	1"
"2021.03.18	10:00:00	137799	137799	136987	137450	851027	2739694	1"
"2021.03.18	11:00:00	137455	138125	137171	137734	699485	2400425	1"
"2021.03.18	12:00:00	137740	138404	137639	138339	497848	1759771	1"
"2021.03.18	13:00:00	138345	138582	137639	137776	477660	1713667	1"
"2021.03.18	14:00:00	137776	138511	137710	138125	506484	1877254	1"
"2021.03.18	15:00:00	138120	138197	136169	136542	663033	2654670	1"
"2021.03.18	16:00:00	136548	136643	135641	136068	541670	2135819	1"
"2021.03.18	17:00:00	136068	136762	136032	136726	214463	749160	1"
"2021.03.19	09:00:00	136619	137313	136619	136898	421060	1205054	1"
"2021.03.19	10:00:00	136904	137284	136032	137123	978733	3279405	1"
"2021.03.19	11:00:00	137123	137432	136531	137070	700718	2387068	1"
"2021.03.19	12:00:00	137070	137100	136430	137005	490439	1701342	1"
"2021.03.19	13:00:00	137011	138155	136886	138066	473422	1659440	1"
"2021.03.19	14:00:00	138066	138268	137450	137633	456139	1658887	1"
"2021.03.19	15:00:00	137633	138120	137521	138066	351405	1272551	1"
"2021.03.19	16:00:00	138066	138090	137444	137651	392302	1465957	1"
"2021.03.19	17:00:00	137645	137971	137402	137402	183809	590512	1"
"2021.03.22	09:00:00	137734	137764	136525	136608	402977	1195113	1"
"2021.03.22	10:00:00	136608	136880	135914	136133	811270	2700171	1"
"2021.03.22	11:00:00	136133	136169	135315	135523	682733	2446155	1"
"2021.03.22	12:00:00	135528	135831	135244	135511	519236	1835558	1"
"2021.03.22	13:00:00	135517	135570	134746	135451	439611	1652502	1"
"2021.03.22	14:00:00	135445	136187	135291	136074	461004	1772113	1"
"2021.03.22	15:00:00	136074	136987	136044	136827	479033	1894502	1"
"2021.03.22	16:00:00	136821	136898	136246	136448	452279	1740649	1"
"2021.03.22	17:00:00	136448	136940	136181	136868	213002	724709	1"
"2021.03.23	09:00:00	135695	135955	135214	135611	602188	1819687	1"
"2021.03.23	10:00:00	135611	136133	135161	135760	877593	2869655	1"
"2021.03.23	11:00:00	135766	136436	135060	136323	787457	2682866	1"
"2021.03.23	12:00:00	136329	137171	136181	136969	575243	2079991	1"
"2021.03.23	13:00:00	136963	137236	136513	136590	406631	1467367	1"
"2021.03.23	14:00:00	136590	136702	135511	135807	603840	2256772	1"
"2021.03.23	15:00:00	135807	136074	134805	134858	553721	2129352	1"
"2021.03.23	16:00:00	134858	135303	134028	134438	571437	2221313	1"
"2021.03.23	17:00:00	134432	134704	134153	134236	188325	619740	1"
"2021.03.24	09:00:00	134692	135463	134509	134947	549514	1769967	1"
"2021.03.24	10:00:00	134947	135493	134621	135196	789531	2778513	1"
"2021.03.24	11:00:00	135191	135611	134734	135357	667400	2428233	1"
"2021.03.24	12:00:00	135357	136127	135262	135932	523501	1964136	1"
"2021.03.24	13:00:00	135932	136311	135730	136080	378859	1401479	1"
"2021.03.24	14:00:00	136074	136121	135422	135849	478497	1778328	1"
"2021.03.24	15:00:00	135849	135896	134420	134532	538145	2110791	1"
"2021.03.24	16:00:00	134526	134651	132629	132659	606158	2329654	1"
"2021.03.24	17:00:00	132653	133009	132380	132558	217807	792333	1"
"2021.03.25	09:00:00	132599	133181	131817	132457	721930	2105737	1"
"2021.03.25	10:00:00	132457	133293	131437	133062	932635	3074710	1"
"2021.03.25	11:00:00	133062	133696	132143	132659	814967	2892532	1"
"2021.03.25	12:00:00	132665	134396	132256	134337	599288	2229821	1"
"2021.03.25	13:00:00	134337	134740	134046	134129	470826	1752367	1"
"2021.03.25	14:00:00	134135	134924	133939	134461	564886	2204256	1"
"2021.03.25	15:00:00	134455	135208	134248	135042	518997	2152217	1"
"2021.03.25	16:00:00	135048	135333	134888	134936	341361	1381469	1"
"2021.03.25	17:00:00	134930	135108	134467	134609	211409	719407	1"
"2021.03.26	09:00:00	134870	134941	134183	134781	502716	1469248	1"
"2021.03.26	10:00:00	134775	136815	134722	136637	800730	2793156	1"
"2021.03.26	11:00:00	136631	136999	136127	136382	557232	2059014	1"
"2021.03.26	12:00:00	136382	136797	136163	136448	486419	1788801	1"
"2021.03.26	13:00:00	136448	136513	136032	136210	412246	1515389	1"
"2021.03.26	14:00:00	136204	136572	135096	135232	574685	2130662	1"
"2021.03.26	15:00:00	135232	135368	134355	135220	632538	2483897	1"
"2021.03.26	16:00:00	135214	136400	135125	136335	436464	1680821	1"
"2021.03.26	17:00:00	136341	136471	135890	135890	220515	743295	1"
"2021.03.29	09:00:00	135540	136027	134912	135274	595394	1767904	1"
"2021.03.29	10:00:00	135279	136631	135208	136400	931230	3172236	1"
"2021.03.29	11:00:00	136400	136880	135481	135623	800114	2868512	1"
"2021.03.29	12:00:00	135623	136471	135297	136222	647005	2334019	1"
"2021.03.29	13:00:00	136222	136762	135985	136602	469399	1739595	1"
"2021.03.29	14:00:00	136602	137159	136293	136519	535383	1916544	1"
"2021.03.29	15:00:00	136513	136863	135825	136127	544722	2063918	1"
"2021.03.29	16:00:00	136127	137112	136121	136679	487244	1962890	1"
"2021.03.29	17:00:00	136679	137313	136655	137094	197568	668427	1"
"2021.03.30	09:00:00	136845	137135	135973	136216	606160	1820244	1"
"2021.03.30	10:00:00	136210	137870	136050	137651	988893	3381282	1"
"2021.03.30	11:00:00	137651	138173	137544	137971	673160	2452692	1"
"2021.03.30	12:00:00	137977	138967	137965	138564	585523	2162983	1"
